amount_type.label,amount_type.code,financial_period.period,period_length.length,financial_year_end.year,item.composition,item.return_form_structure,item.position_in_return_form,item.label,item.code,demarcation.label,demarcation.code,amount.sum
Audited Actual,AUDA,2018,year,2018,,heading,1,OPERATING REVENUE,0100,Buffalo City,BUF,0
Audited Actual,AUDA,2018,year,2018,,line_item,2,Property Rates,0200,Buffalo City,BUF,1005769049
Audited Actual,AUDA,2018,year,2018,,line_item,3,Property Rates - Penalties And Collection Charges,0300,Buffalo City,BUF,0
Audited Actual,AUDA,2018,year,2018,,line_item,4,Service Charges,0400,Buffalo City,BUF,2678192947
Audited Actual,AUDA,2018,year,2018,,line_item,5,Rent Of Facilities And Equipment,0700,Buffalo City,BUF,15882120
Audited Actual,AUDA,2018,year,2018,,line_item,6,Interest Earned - External Investments,0800,Buffalo City,BUF,126690412
Audited Actual,AUDA,2018,year,2018,,line_item,7,Interest Earned - Outstanding Debtors,1000,Buffalo City,BUF,49321610
Audited Actual,AUDA,2018,year,2018,,line_item,8,Dividends Received,1100,Buffalo City,BUF,0
Audited Actual,AUDA,2018,year,2018,,line_item,9,Fines,1300,Buffalo City,BUF,23698183
Audited Actual,AUDA,2018,year,2018,,line_item,10,Licenses and Permits,1400,Buffalo City,BUF,14249685
Audited Actual,AUDA,2018,year,2018,,line_item,11,Agency Services,1500,Buffalo City,BUF,25682604
Audited Actual,AUDA,2018,year,2018,,line_item,12,Transfers Recognised - Operating,1600,Buffalo City,BUF,1356550425
Audited Actual,AUDA,2018,year,2018,,line_item,13,Transfers Recognised - Capital,1610,Buffalo City,BUF,930587543
Audited Actual,AUDA,2018,year,2018,,line_item,14,Other Revenue,1700,Buffalo City,BUF,234456699
Audited Actual,AUDA,2018,year,2018,,line_item,15,"Gain On Disposal Of Property, Plant & Equipment",1800,Buffalo City,BUF,0
Audited Actual,AUDA,2018,year,2018,"sum(0200, 0300, 0400, 0700, 0800, 1000, 1100, 1300, 1400, 1500, 1600, 1610, 1700, 1800)",subtotal,16,Total Operating Revenue Generated,1900,Buffalo City,BUF,6461081277
Audited Actual,AUDA,2018,year,2018,,line_item,17,Less Revenue Foregone,2000,Buffalo City,BUF,33089094
