amount_type.label,amount_type.code,financial_period.period,period_length.length,financial_year_end.year,item.composition,item.return_form_structure,item.position_in_return_form,item.label,item.code,demarcation.label,demarcation.code,amount.sum
Audited Actual,AUDA,2019,year,2019,,heading,1,OPERATING REVENUE,0100,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,2,Property Rates,0200,Buffalo City,BUF,1405020223
Audited Actual,AUDA,2019,year,2019,,line_item,3,Property Rates - Penalties And Collection Charges,0300,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,4,Service Charges,0400,Buffalo City,BUF,2823912533
Audited Actual,AUDA,2019,year,2019,,line_item,5,Rent Of Facilities And Equipment,0700,Buffalo City,BUF,20704445
Audited Actual,AUDA,2019,year,2019,,line_item,6,Interest Earned - External Investments,0800,Buffalo City,BUF,98690423
Audited Actual,AUDA,2019,year,2019,,line_item,7,Interest Earned - Outstanding Debtors,1000,Buffalo City,BUF,67093405
Audited Actual,AUDA,2019,year,2019,,line_item,8,Dividends Received,1100,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,9,Fines,1300,Buffalo City,BUF,24938282
Audited Actual,AUDA,2019,year,2019,,line_item,10,Licenses and Permits,1400,Buffalo City,BUF,14300355
Audited Actual,AUDA,2019,year,2019,,line_item,11,Agency Services,1500,Buffalo City,BUF,26198150
Audited Actual,AUDA,2019,year,2019,,line_item,12,Transfers Recognised - Operating,1600,Buffalo City,BUF,1025375160
Audited Actual,AUDA,2019,year,2019,,line_item,13,Transfers Recognised - Capital,1610,Buffalo City,BUF,894057135
Audited Actual,AUDA,2019,year,2019,,line_item,14,Other Revenue,1700,Buffalo City,BUF,746927378
Audited Actual,AUDA,2019,year,2019,,line_item,15,"Gain On Disposal Of Property, Plant & Equipment",1800,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,"sum(0200, 0300, 0400, 0700, 0800, 1000, 1100, 1300, 1400, 1500, 1600, 1610, 1700, 1800)",subtotal,16,Total Operating Revenue Generated,1900,Buffalo City,BUF,7147217489
Audited Actual,AUDA,2019,year,2019,,line_item,17,Less Revenue Foregone,2000,Buffalo City,BUF,109517258
Audited Actual,AUDA,2019,year,2019,1900 - 2000 or 1900 + 2000 depending on the sign on 2000 such that 2100 < 1900,subtotal,18,Total Direct Operating Revenue,2100,Buffalo City,BUF,7037700231
Audited Actual,AUDA,2019,year,2019,,heading,19,INTERNAL TRANSFERS – (must net out with corresp. items under,2200,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,20,Interest Received - Internal Loans,2300,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,21,Internal Recoveries (Activity Based Costing Etc),2500,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,22,Dividends Received - Internal (From Municipal Entities),2600,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,"sum(2300, 2500, 2600)",subtotal,23,Total Indirect Operating Revenue,2700,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,"sum(2100, 2700)",subtotal,24,Total Operating Revenue,2800,Buffalo City,BUF,7037700231
Audited Actual,AUDA,2019,year,2019,,heading,25,OPERATING EXPENDITURE,2900,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,26,Employee Related Costs - Wages & Salaries,3000,Buffalo City,BUF,1728684292
Audited Actual,AUDA,2019,year,2019,,line_item,27,Employee Related Costs - Social Contributions,3100,Buffalo City,BUF,320984527
Audited Actual,AUDA,2019,year,2019,,line_item,28,Less Employee Costs Capitalised,3200,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,29,Less Employee Costs Allocated To Other Operating Items,3300,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,30,Remuneration Of Councillors,3400,Buffalo City,BUF,63065985
Audited Actual,AUDA,2019,year,2019,,line_item,31,Debt Impairment,3500,Buffalo City,BUF,373182710
Audited Actual,AUDA,2019,year,2019,,line_item,32,Collection Costs,3600,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,33,Depreciation and Asset Impairment,3700,Buffalo City,BUF,1296840995
Audited Actual,AUDA,2019,year,2019,,line_item,34,Interest Expense - External Borrowings,3900,Buffalo City,BUF,38467001
Audited Actual,AUDA,2019,year,2019,,line_item,35,Redemption Payments - External Borrowings (Gamap To Remove),4000,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,36,Bulk Purchases,4100,Buffalo City,BUF,1628956804
Audited Actual,AUDA,2019,year,2019,,line_item,37,Other Materials,4110,Buffalo City,BUF,86509235
Audited Actual,AUDA,2019,year,2019,,line_item,38,Contracted Services,4200,Buffalo City,BUF,6449136
Audited Actual,AUDA,2019,year,2019,,line_item,39,Grants and Subsidies,4300,Buffalo City,BUF,47193237
Audited Actual,AUDA,2019,year,2019,,line_item,40,Other Expenditure,4400,Buffalo City,BUF,1209679892
Audited Actual,AUDA,2019,year,2019,,line_item,41,"Loss On Disposal Of Property, Plant & Equipment",4500,Buffalo City,BUF,46324822
Audited Actual,AUDA,2019,year,2019,,line_item,42,Contributions To/(From) Provisions,4550,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,"sum(3000, 3100, 3200, 3300, 3400, 3500, 3600, 3700, 3900, 4000, 4100, 4110, 4200, 4300, 4400, 4500, 4550)",subtotal,43,Total Direct Operating Expenditure,4600,Buffalo City,BUF,6846338636
Audited Actual,AUDA,2019,year,2019,,heading,44,INTERNAL TRANSFERS - (must net out with corresp. items under,4700,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,45,Interest - Internal Borrowings,4800,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,46,Internal Charges (Activity Based Costing Etc),5000,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,,line_item,47,Contributed Assets,5010,Buffalo City,BUF,279066643
Audited Actual,AUDA,2019,year,2019,"sum(4800, 5000, 5010)",subtotal,48,Total Indirect Operating Expenditure,5100,Buffalo City,BUF,279066643
Audited Actual,AUDA,2019,year,2019,"sum(4600, 5100)",subtotal,49,Total Operating Expenditure,5200,Buffalo City,BUF,7125405279
Audited Actual,AUDA,2019,year,2019,,heading,50,SURPLUS,5300,Buffalo City,BUF,
Audited Actual,AUDA,2019,year,2019,2800 - 5200 or 2800 + 5200 depending on the sign on 5200 such that 5400 < 2800,subtotal,51,Operating Surplus / (Deficit) - Total Revenue Less Total Exp,5400,Buffalo City,BUF,-87705048
Audited Actual,AUDA,2019,year,2019,,line_item,52,Taxation,5500,Buffalo City,BUF,602051
Audited Actual,AUDA,2019,year,2019,5400 - 5500 or 5400 + 5500 depending on the sign on 5500 such that 5600 < 5400,subtotal,53,Operating Surplus / (Deficit) - After Tax,5600,Buffalo City,BUF,-88307099
